hanzi,translation,pinyin,location,audio
笑脸,Smiley,xiàoliǎn,audios/xiàoliǎn.mp3,[sound:xiàoliǎn.mp3]
笑容,Smile,xiàoróng,audios/xiàoróng.mp3,[sound:xiàoróng.mp3]
笑声,laughter,xiàoshēng,audios/xiàoshēng.mp3,[sound:xiàoshēng.mp3]
协调,coordination,xiétiáo,audios/xiétiáo.mp3,[sound:xiétiáo.mp3]
写字楼,Office building,xiězìlóu,audios/xiězìlóu.mp3,[sound:xiězìlóu.mp3]
写字台,desk,xiězìtái,audios/xiězìtái.mp3,[sound:xiězìtái.mp3]
心愿,wish,xīnyuàn,audios/xīnyuàn.mp3,[sound:xīnyuàn.mp3]
心脏病,heart disease,xīnzàngbìng,audios/xīnzàngbìng.mp3,[sound:xīnzàngbìng.mp3]
新人,Newcomer,xīnrén,audios/xīnrén.mp3,[sound:xīnrén.mp3]
新兴,new,xīnxīng,audios/xīnxīng.mp3,[sound:xīnxīng.mp3]
信用,credit,xìnyòng,audios/xìnyòng.mp3,[sound:xìnyòng.mp3]
行程,stroke,xíngchéng,audios/xíngchéng.mp3,[sound:xíngchéng.mp3]
形,shape,xíng,audios/xíng.mp3,[sound:xíng.mp3]
凶,fierce,xiōng,audios/xiōng.mp3,[sound:xiōng.mp3]
修车,Car repair,xiūchē,audios/xiūchē.mp3,[sound:xiūchē.mp3]
袖珍,pocket,xiùzhēn,audios/xiùzhēn.mp3,[sound:xiùzhēn.mp3]
悬,Hang,xuán,audios/xuán.mp3,[sound:xuán.mp3]
选举,election,xuǎnjǔ,audios/xuǎnjǔ.mp3,[sound:xuǎnjǔ.mp3]
学会,learn,xuéhuì,audios/xuéhuì.mp3,[sound:xuéhuì.mp3]
学员,Trainee,xuéyuán,audios/xuéyuán.mp3,[sound:xuéyuán.mp3]
血管,Blood vessel,xuèguǎn,audios/xuèguǎn.mp3,[sound:xuèguǎn.mp3]
血液,blood,xuèyè,audios/xuèyè.mp3,[sound:xuèyè.mp3]
烟花,Fireworks,yānhuā,audios/yānhuā.mp3,[sound:yānhuā.mp3]
沿,along,yán,audios/yán.mp3,[sound:yán.mp3]
沿着,Along,yánzhe,audios/yánzhe.mp3,[sound:yánzhe.mp3]
研发,R &amp; D,yánfā,audios/yánfā.mp3,[sound:yánfā.mp3]
眼看,See,yǎnkàn,audios/yǎnkàn.mp3,[sound:yǎnkàn.mp3]
洋,foreign,yáng,audios/yáng.mp3,[sound:yáng.mp3]
仰,Up,yǎng,audios/yǎng.mp3,[sound:yǎng.mp3]
养老,Pension,yǎnglǎo,audios/yǎnglǎo.mp3,[sound:yǎnglǎo.mp3]
样,kind,yàng,audios/yàng.mp3,[sound:yàng.mp3]
药品,drug,yàopǐn,audios/yàopǐn.mp3,[sound:yàopǐn.mp3]
要不然,otherwise,yàobùrán,audios/yàobùrán.mp3,[sound:yàobùrán.mp3]
要好,Better,yāohǎo,audios/yāohǎo.mp3,[sound:yāohǎo.mp3]
要么,Either,yàome,audios/yàome.mp3,[sound:yàome.mp3]
野,wild,yě,audios/yě.mp3,[sound:yě.mp3]
野生,wild,yěshēng,audios/yěshēng.mp3,[sound:yěshēng.mp3]
医药,medicine,yīyào,audios/yīyào.mp3,[sound:yīyào.mp3]
依次,In turn,yīcì,audios/yīcì.mp3,[sound:yīcì.mp3]
一次性,One time,yícìxìng,audios/yícìxìng.mp3,[sound:yícìxìng.mp3]
一代,generation,yídài,audios/yídài.mp3,[sound:yídài.mp3]
一道,Together,yīdào,audios/yīdào.mp3,[sound:yīdào.mp3]
一路上,Along the way,yīlùshàng,audios/yīlùshàng.mp3,[sound:yīlùshàng.mp3]
一番,Some,yīfān,audios/yīfān.mp3,[sound:yīfān.mp3]
一模一样,Exactly the same,yīmúyīyàng,audios/yīmúyīyàng.mp3,[sound:yīmúyīyàng.mp3]
一齐,All together,yīqí,audios/yīqí.mp3,[sound:yīqí.mp3]
一时,For a while,yīshí,audios/yīshí.mp3,[sound:yīshí.mp3]
一同,together,yītóng,audios/yītóng.mp3,[sound:yītóng.mp3]
一行,One line,yīxíng,audios/yīxíng.mp3,[sound:yīxíng.mp3]
艺人,artist,yìrén,audios/yìrén.mp3,[sound:yìrén.mp3]
议题,issue,yìtí,audios/yìtí.mp3,[sound:yìtí.mp3]
意想不到,unexpected,yìxiǎngbùdào,audios/yìxiǎngbùdào.mp3,[sound:yìxiǎngbùdào.mp3]
意愿,Will,yìyuàn,audios/yìyuàn.mp3,[sound:yìyuàn.mp3]
因,because,yīn,audios/yīn.mp3,[sound:yīn.mp3]
阴影,shadow,yīnyǐng,audios/yīnyǐng.mp3,[sound:yīnyǐng.mp3]
音量,volume,yīnliàng,audios/yīnliàng.mp3,[sound:yīnliàng.mp3]
音像,Audiovisual,yīnxiàng,audios/yīnxiàng.mp3,[sound:yīnxiàng.mp3]
隐藏,hide,yǐncáng,audios/yǐncáng.mp3,[sound:yǐncáng.mp3]
印,Seal,yìn,audios/yìn.mp3,[sound:yìn.mp3]
迎来,Usher in,yínglái,audios/yínglái.mp3,[sound:yínglái.mp3]
影迷,Fans,yǐngmí,audios/yǐngmí.mp3,[sound:yǐngmí.mp3]
影星,Movie star,yǐngxīng,audios/yǐngxīng.mp3,[sound:yǐngxīng.mp3]
应对,response,yìngduì,audios/yìngduì.mp3,[sound:yìngduì.mp3]
应急,Emergency,yìngjí,audios/yìngjí.mp3,[sound:yìngjí.mp3]
用处,usefulness,yòngchǔ,audios/yòngchǔ.mp3,[sound:yòngchǔ.mp3]
用得着,Useful,yòngdézhe,audios/yòngdézhe.mp3,[sound:yòngdézhe.mp3]
用法,usage,yòngfǎ,audios/yòngfǎ.mp3,[sound:yòngfǎ.mp3]
用品,Supplies,yòngpǐn,audios/yòngpǐn.mp3,[sound:yòngpǐn.mp3]
用心,Attentively,yòngxīn,audios/yòngxīn.mp3,[sound:yòngxīn.mp3]
优质,high quality,yōuzhì,audios/yōuzhì.mp3,[sound:yōuzhì.mp3]
游人,Tourist,yóurén,audios/yóurén.mp3,[sound:yóurén.mp3]
游玩,play,yóuwán,audios/yóuwán.mp3,[sound:yóuwán.mp3]
游戏机,Game console,yóuxìjī,audios/yóuxìjī.mp3,[sound:yóuxìjī.mp3]
游行,procession,yóuxíng,audios/yóuxíng.mp3,[sound:yóuxíng.mp3]
有关,related,yǒuguān,audios/yǒuguān.mp3,[sound:yǒuguān.mp3]
有没有,Do you have,yǒuméiyǒu,audios/yǒuméiyǒu.mp3,[sound:yǒuméiyǒu.mp3]
有事,Something,yǒushì,audios/yǒushì.mp3,[sound:yǒushì.mp3]
于,in,yú,audios/yú.mp3,[sound:yú.mp3]
与,versus,yǔ,audios/yǔ.mp3,[sound:yǔ.mp3]
宇航员,astronaut,yǔhángyuán,audios/yǔhángyuán.mp3,[sound:yǔhángyuán.mp3]
雨衣,raincoat,yǔyī,audios/yǔyī.mp3,[sound:yǔyī.mp3]
预约,reservation,yùyuē,audios/yùyuē.mp3,[sound:yùyuē.mp3]
园,garden,yuán,audios/yuán.mp3,[sound:yuán.mp3]
园地,Garden,yuándì,audios/yuándì.mp3,[sound:yuándì.mp3]
原,original,yuán,audios/yuán.mp3,[sound:yuán.mp3]
圆珠笔,Ballpoint pen,yuánzhūbǐ,audios/yuánzhūbǐ.mp3,[sound:yuánzhūbǐ.mp3]
援助,assistance,yuánzhù,audios/yuánzhù.mp3,[sound:yuánzhù.mp3]
缘故,reason,yuángù,audios/yuángù.mp3,[sound:yuángù.mp3]
远方,distance,yuǎnfāng,audios/yuǎnfāng.mp3,[sound:yuǎnfāng.mp3]
远离,keep away,yuǎnlí,audios/yuǎnlí.mp3,[sound:yuǎnlí.mp3]
远远,Far away,yuǎnyuǎn,audios/yuǎnyuǎn.mp3,[sound:yuǎnyuǎn.mp3]
约定,Agreement,yuēdìng,audios/yuēdìng.mp3,[sound:yuēdìng.mp3]
乐曲,Music,yuèqǔ,audios/yuèqǔ.mp3,[sound:yuèqǔ.mp3]
运作,Operation,yùnzuò,audios/yùnzuò.mp3,[sound:yùnzuò.mp3]
晕车,Motion sickness,yùnchē,audios/yùnchē.mp3,[sound:yùnchē.mp3]
杂,miscellaneous,zá,audios/zá.mp3,[sound:zá.mp3]
再生,regeneration,zàishēng,audios/zàishēng.mp3,[sound:zàishēng.mp3]
再说,Say again,zàishuō,audios/zàishuō.mp3,[sound:zàishuō.mp3]
遭到,Suffered,zāodào,audios/zāodào.mp3,[sound:zāodào.mp3]
早晚,Sooner or later,zǎowǎn,audios/zǎowǎn.mp3,[sound:zǎowǎn.mp3]
增进,enhance,zēngjìn,audios/zēngjìn.mp3,[sound:zēngjìn.mp3]
增值,Value-added,zēngzhí,audios/zēngzhí.mp3,[sound:zēngzhí.mp3]
炸,Fried,zhà,audios/zhà.mp3,[sound:zhà.mp3]
炸弹,bomb,zhàdàn,audios/zhàdàn.mp3,[sound:zhàdàn.mp3]
炸药,Explosive,zhàyào,audios/zhàyào.mp3,[sound:zhàyào.mp3]
债,debt,zhài,audios/zhài.mp3,[sound:zhài.mp3]
战场,battlefield,zhànchǎng,audios/zhànchǎng.mp3,[sound:zhànchǎng.mp3]
战友,Comrades-in-arms,zhànyǒu,audios/zhànyǒu.mp3,[sound:zhànyǒu.mp3]
站台,Platform,zhàntái,audios/zhàntái.mp3,[sound:zhàntái.mp3]
章,chapter,zhāng,audios/zhāng.mp3,[sound:zhāng.mp3]
掌声,applause,zhǎngshēng,audios/zhǎngshēng.mp3,[sound:zhǎngshēng.mp3]
账,Account,zhàng,audios/zhàng.mp3,[sound:zhàng.mp3]
招,trick,zhāo,audios/zhāo.mp3,[sound:zhāo.mp3]
这就是说,This means that,zhèjiùshìshuō,audios/zhèjiùshìshuō.mp3,[sound:zhèjiùshìshuō.mp3]
镇,town,zhèn,audios/zhèn.mp3,[sound:zhèn.mp3]
整治,Rectify,zhěngzhì,audios/zhěngzhì.mp3,[sound:zhěngzhì.mp3]
政策,policy,zhèngcè,audios/zhèngcè.mp3,[sound:zhèngcè.mp3]
政党,political party,zhèngdǎng,audios/zhèngdǎng.mp3,[sound:zhèngdǎng.mp3]
之类,such as,zhīlèi,audios/zhīlèi.mp3,[sound:zhīlèi.mp3]
知名,famous,zhīmíng,audios/zhīmíng.mp3,[sound:zhīmíng.mp3]
织,Weave,zhī,audios/zhī.mp3,[sound:zhī.mp3]
直升机,Helicopter,zhíshēngjī,audios/zhíshēngjī.mp3,[sound:zhíshēngjī.mp3]
职责,Duty,zhízé,audios/zhízé.mp3,[sound:zhízé.mp3]
止,only,zhǐ,audios/zhǐ.mp3,[sound:zhǐ.mp3]
只得,Had to,zhǐde,audios/zhǐde.mp3,[sound:zhǐde.mp3]
只顾,Just take care of,zhǐgù,audios/zhǐgù.mp3,[sound:zhǐgù.mp3]
只管,Just mind,zhǐguǎn,audios/zhǐguǎn.mp3,[sound:zhǐguǎn.mp3]
指数,index,zhǐshù,audios/zhǐshù.mp3,[sound:zhǐshù.mp3]
指头,Finger,zhǐtou,audios/zhǐtou.mp3,[sound:zhǐtou.mp3]
指着,Pointing,zhǐzhe,audios/zhǐzhe.mp3,[sound:zhǐzhe.mp3]
治病,Cure,zhìbìng,audios/zhìbìng.mp3,[sound:zhìbìng.mp3]
中等,medium,zhōngděng,audios/zhōngděng.mp3,[sound:zhōngděng.mp3]
中华,China,zhōnghuá,audios/zhōnghuá.mp3,[sound:zhōnghuá.mp3]
中期,Mid-term,zhōngqī,audios/zhōngqī.mp3,[sound:zhōngqī.mp3]
中外,Chinese and foreign,zhōngwài,audios/zhōngwài.mp3,[sound:zhōngwài.mp3]
忠心,loyalty,zhōngxīn,audios/zhōngxīn.mp3,[sound:zhōngxīn.mp3]
钟头,hour,zhōngtóu,audios/zhōngtóu.mp3,[sound:zhōngtóu.mp3]
肿,swollen,zhǒng,audios/zhǒng.mp3,[sound:zhǒng.mp3]
种种,All kinds of,zhǒngzhǒng,audios/zhǒngzhǒng.mp3,[sound:zhǒngzhǒng.mp3]
珠宝,Jewelry,zhūbǎo,audios/zhūbǎo.mp3,[sound:zhūbǎo.mp3]
主持人,host,zhǔchírén,audios/zhǔchírén.mp3,[sound:zhǔchírén.mp3]
主角,protagonist,zhǔjué,audios/zhǔjué.mp3,[sound:zhǔjué.mp3]
驻,Resident,zhù,audios/zhù.mp3,[sound:zhù.mp3]
柱子,pillar,zhùzi,audios/zhùzi.mp3,[sound:zhùzi.mp3]
祝愿,wish,zhùyuàn,audios/zhùyuàn.mp3,[sound:zhùyuàn.mp3]
专用,dedicated,zhuānyòng,audios/zhuānyòng.mp3,[sound:zhuānyòng.mp3]
转,turn,zhuǎn,audios/zhuǎn.mp3,[sound:zhuǎn.mp3]
转动,Rotate,zhuàndòng,audios/zhuàndòng.mp3,[sound:zhuàndòng.mp3]
赚钱,Make money,zhuànqián,audios/zhuànqián.mp3,[sound:zhuànqián.mp3]
捉,catch,zhuō,audios/zhuō.mp3,[sound:zhuō.mp3]
自来水,Tap water,zìláishuǐ,audios/zìláishuǐ.mp3,[sound:zìláishuǐ.mp3]
自我,self,zìwǒ,audios/zìwǒ.mp3,[sound:zìwǒ.mp3]
自学,Self-study,zìxué,audios/zìxué.mp3,[sound:zìxué.mp3]
自言自语,Talking to oneself,zìyánzìyǔ,audios/zìyánzìyǔ.mp3,[sound:zìyánzìyǔ.mp3]
自在,comfortable,zìzài,audios/zìzài.mp3,[sound:zìzài.mp3]
宗教,religion,zōngjiào,audios/zōngjiào.mp3,[sound:zōngjiào.mp3]
总部,Headquarters,zǒngbù,audios/zǒngbù.mp3,[sound:zǒngbù.mp3]
总监,Director,zǒngjiān,audios/zǒngjiān.mp3,[sound:zǒngjiān.mp3]
总经理,General manager,zǒngjīnglǐ,audios/zǒngjīnglǐ.mp3,[sound:zǒngjīnglǐ.mp3]
总量,Total,zǒngliàng,audios/zǒngliàng.mp3,[sound:zǒngliàng.mp3]
奏,Play,zòu,audios/zòu.mp3,[sound:zòu.mp3]
租金,rent,zūjīn,audios/zūjīn.mp3,[sound:zūjīn.mp3]
足,foot,zú,audios/zú.mp3,[sound:zú.mp3]
族,Clan,zú,audios/zú.mp3,[sound:zú.mp3]
族,Clan,zú,audios/zú.mp3,[sound:zú.mp3]
祖国,motherland,zǔguó,audios/zǔguó.mp3,[sound:zǔguó.mp3]
祖母,grandmother,zǔmǔ,audios/zǔmǔ.mp3,[sound:zǔmǔ.mp3]
钻,Drill,zuān,audios/zuān.mp3,[sound:zuān.mp3]
最佳,optimal,zuìjiā,audios/zuìjiā.mp3,[sound:zuìjiā.mp3]
最终,finally,zuìzhōng,audios/zuìzhōng.mp3,[sound:zuìzhōng.mp3]
罪,crime,zuì,audios/zuì.mp3,[sound:zuì.mp3]
罪恶,sin,zuìè,audios/zuìè.mp3,[sound:zuìè.mp3]
作,Make,zuò,audios/zuò.mp3,[sound:zuò.mp3]
作战,Combat,zuòzhàn,audios/zuòzhàn.mp3,[sound:zuòzhàn.mp3]
座谈会,forum,zuòtánhuì,audios/zuòtánhuì.mp3,[sound:zuòtánhuì.mp3]
